review_id,unternehmen,source,typ,datum,titel,gesamt_score,empfehlung,position,bereich,ort,sprache,arbeitsatmosphaere,work_life_balance,gehalt,karriere,vorgesetzte,gleichberechtigung,image,umwelt_sozial,kollegen,umgang_aeltere,arbeitsbedingungen,kommunikation,interessante_aufgaben,text_positiv,text_negativ,text_verbesserung,text_freitext,missing_ratings,has_freetext,is_duplicate,sentiment,kategorien,keywords,summary
nordzucker_kununu_115,Nordzucker,kununu,Mitarbeiter,2015-09-01,Hier würde ich wieder anfangen!,4.2,Empfohlen,Führungskraft,Unbekannt,Braunschweig,de,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,Die Entwicklungschancen sind solide und Nachhaltigkeit wird hier ernst genommen. Die Führungskräfte sind fair und unterstützend.,Die Kommunikation zwischen den Abteilungen ist ausbaufähig.,Wünschenswert: eine klarere und schnellere interne Kommunikation.,,0,True,False,positiv,"[""Fuehrung & Vorgesetzte"", ""Arbeitsatmosphaere"", ""Kommunikation""]","[""Entwicklungschancen"", ""Nachhaltigkeit"", ""Fairness"", ""Unterstützung"", ""Interne Kommunikation""]","Das Unternehmen bietet gute Entwicklungschancen und eine unterstützende Führung. Die Kommunikation ist ausbaufähig, aber eindeutig verbessert werden kann."
nordzucker_kununu_116,Nordzucker,kununu,Mitarbeiter,2014-08-01,Grabenkampfe und Politik pur,2.5,Keine Angabe,,Unbekannt,Braunschweig,de,1.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,Die Bezahlung ist fair und kommt pünktlich. Mein Vorgesetzter hat stets ein offenes Ohr. Alle werden gleich und respektvoll behandelt.,Mehrarbeit in den Kampagnenzeiten kostet viel Freizeit und der Zusammenhalt schwankt stark je nach Team.,Aus meiner Sicht hilfreich: mehr Planungssicherheit bei der Schichtplanung sowie mehr abteilungsübergreifender Austausch.,,0,True,False,neutral,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""Grabenkampfe"", ""Politik"", ""Fairness"", ""Mehrplanungssicherheit"", ""Abteilungsübergreifender Austausch""]","Die Bezahlung ist fair und die Führung ist offen, aber es gibt Probleme mit der Arbeitsatmosphäre und dem Work-Life-Balance."
nordzucker_kununu_117,Nordzucker,kununu,Mitarbeiter,2008-01-01,Sehr gut: 4.62 von 5 Sternen,4.6,Keine Angabe,Angestellte/r oder Arbeiter/in,Unbekannt,Hohenhameln,de,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,Man fühlt sich im Team gut aufgehoben. Das Unternehmen hat einen guten Ruf in der Region.,Die Aufgaben können zeitweise eintönig werden.,Wünschenswert: mehr Abwechslung und Eigenverantwortung in den Aufgaben.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""Team"", ""Abwechslung"", ""Eigenverantwortung""]","Das Unternehmen bietet eine gute Arbeitsatmosphäre und einen guten Ruf, aber es kann langweilig werden."
nordzucker_kununu_118,Nordzucker,kununu,Bewerber,2025-08-01,SEHR lange Wartezeit,1.0,Absage,Werkstudentin,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Wartezeit"", ""Bewerbung"", ""Zeitverlust""]",Die Mitarbeiter sind mit der sehr langen Wartezeit auf eine Stelle unzufrieden und sehen dies als Zeichen für mangelnde Organisation des Bewerbungsprozesses.
nordzucker_kununu_119,Nordzucker,kununu,Bewerber,2025-06-01,Rückmeldung deutlich ausbaufähig Nutzung eines Bewerberportals ohne Informationen per E-Mail schwierig,1.0,Absage,,Unbekannt,Unbekannt,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""ausbaufähig"", ""Bewerberportal"", ""E-Mail"", ""Nutzung"", ""schwierig""]","Das Unternehmen hat Schwierigkeiten beim Einsatz eines Bewerberportals und bei der Kommunikation per E-Mail, was die Arbeitsatmosphäre negativ beeinflusst."
nordzucker_kununu_120,Nordzucker,kununu,Bewerber,2025-06-01,Unprofessionell. Keine Rückmeldung bekommen.,3.4,selbst anders entschieden,,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Unprofessionell"", ""Rückmeldung""]","Die Bewertung ist sehr negativ und beschreibt den Unverschämtheit des Unternehmens, keine Rückmeldung zu geben."
nordzucker_kununu_121,Nordzucker,kununu,Bewerber,2025-01-01,Es wird der 200% Kandidat gesucht - beim heutigen Arbeitsmarkt allerdings sollte man sich schneller entscheiden.,3.5,Absage,,Unbekannt,Uelzen,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Sonstiges""]","[""200% Kandidat"", ""Schneller Entscheidung"", ""Heutiger Arbeitsmarkt""]","Das Unternehmen sucht einen idealen Kandidaten, aber die Bewertung ist kritisch und gibt Bedenken hinsichtlich der Entscheidungszeit."
nordzucker_kununu_122,Nordzucker,kununu,Bewerber,2025-01-01,Misogyn und extrem altersdiskriminierend über 40 keine Chance und keine Karrieremöglichkeiten,1.0,selbst anders entschieden,C-Level,Unbekannt,Unbekannt,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Misogyn"", ""alterdiskriminierend"", ""keine Chance"", ""keine Karrieremöglichkeiten""]",Die Mitarbeiterbewertung ist stark negativ und beschreibt eine ungerechte Behandlung älterer Mitarbeiter und sexuelle Diskriminierung.
nordzucker_kununu_123,Nordzucker,kununu,Bewerber,2024-07-01,Unprofessionell. Führungskraft nimmt Interview wenig ernst.,2.0,Absage,Einkäufer,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Fuehrung & Vorgesetzte"", ""Bewerbungsprozess""]","[""Unprofessionell"", ""Interview"", ""ernst genommen""]","Die Bewertung ist sehr negativ und beschreibt eine unprofessionelle Atmosphäre, insbesondere bei der Führungskraft, die das Interview als unwichtig betrachtet."
nordzucker_kununu_124,Nordzucker,kununu,Bewerber,2024-05-01,Bewerber über 40 ohne Chance keine Entwicklungsperspektiven Abwertung von Studium und Berufserfahrung inklusiv,1.0,selbst anders entschieden,,Unbekannt,Unbekannt,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte""]","[""keine Entwicklungsperspektiven"", ""Abwertung von Studium und Berufserfahrung"", ""inklusiv""]","Bewerber über 40 werden ohne Chance keine Entwicklungsperspektiven angeboten, was als Abwertung empfunden wird."
nordzucker_kununu_125,Nordzucker,kununu,Bewerber,2024-01-01,Sehr lange Wartezeiten bis gar keine Rückmeldung,1.0,keine Rückmeldung,,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess""]","[""Wartezeiten"", ""Rückmeldung"", ""Bewerbung""]",Mitarbeiter empfindet langen Wartezeitraum und mangelnde Rückmeldung während des Bewerbungsprozesses als sehr belastend.
nordzucker_kununu_126,Nordzucker,kununu,Bewerber,2024-01-01,Guter Process,4.6,spätere Berücksichtigung,,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess""]","[""Prozess"", ""Gut"", ""Bewerbung""]",Der Bewerbungsprozess ist gut organisiert und wird positiv bewertet.
nordzucker_kununu_127,Nordzucker,kununu,Bewerber,2023-09-01,Extreme age/gender discrimination thus lack of perspective. Applicants over 35 are sorted out mental province.,1.0,selbst anders entschieden,Head of O&P & Environment,Unbekannt,Unbekannt,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Diversitaet & Gleichberechtigung"", ""Arbeitsatmosphaere""]","[""Alter Diskriminierung"", ""Geschlechtsdiskriminierung"", ""Bewerbungsprozess"", ""Work-Life-Balance""]","Die Bewertung beschreibt eine Diskriminierung von Bewerbern über 35 Jahren und eine mangelnde Perspektive, was zu einer ungleichen Arbeitsatmosphäre führt."
nordzucker_kununu_128,Nordzucker,kununu,Bewerber,2023-07-01,Positiver Eindruck den das Unternehmen nach dem zweiten Gespräch ins Gegenteil verändert hat.,4.4,Keine Angabe,Group Demand Planner,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Fuehrung & Vorgesetzte""]","[""Veränderung"", ""Gegenteil"", ""Positiver Eindruck""]","Das Unternehmen hat nach dem zweiten Gespräch einen positiven Eindruck gewonnen, indem es sich von einem negativen zu einem positiven Verlauf verändert hat."
nordzucker_kununu_129,Nordzucker,kununu,Bewerber,2023-06-01,Unprofessionalität trifft es ganz gut.,2.4,Absage,Teamleiter,Unbekannt,Nordstemmen,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Unprofessionalität"", ""Arbeitsatmosphaere"", ""Diversitaet""]",Die Bewertung beschreibt eine unprofessionelle Arbeitsatmosphäre und mangelnde Diversität.
nordzucker_kununu_130,Nordzucker,kununu,Bewerber,2022-12-01,Bewerber über anfang 30 ohne Chance Vitamin B ansonsten erforderlich,1.0,Keine Angabe,,Unbekannt,Unbekannt,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Chancen"", ""Vitamin B"", ""Anforderung"", ""Unsicherheit"", ""Bewertung""]","Der Bewerber hat keine Chance, ohne eine wichtige Anforderung erfüllt zu sein."
nordzucker_kununu_131,Nordzucker,kununu,Bewerber,2022-11-01,Respektloses Verhalten. Bei der telefonischen Nachfrage einfach weggedrückt.,2.0,Absage,Industriemechaniker,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Kommunikation"", ""Bewerbungsprozess""]","[""Respektlos"", ""Verhalten"", ""Beweisung""]","Ein Mitarbeiter hat berichtet, dass er bei einer telefonischen Nachfrage respektlos behandelt wurde."
nordzucker_kununu_132,Nordzucker,kununu,Bewerber,2022-06-01,Heftige Altersdiskriminierung pauschale unpersönliche Absage sehr konservativ und einfaches Schubladendenken,1.0,Absage,,Unbekannt,Unbekannt,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Diversitaet & Gleichberechtigung""]","[""Altersdiskriminierung"", ""paukevolle Absage"", ""konservativ"", ""Schubladendenken""]",Die Mitarbeiterbewertung beschreibt eine negative Erfahrung mit Altersdiskriminierung und einer unangemessenen Bewerbungspraxis.
nordzucker_kununu_133,Nordzucker,kununu,Bewerber,2022-06-01,Nach einem netten Gespräch nie wieder etwas gehört,1.2,Keine Angabe,Manager PMO,Unbekannt,Unbekannt,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Fuehrung & Vorgesetzte""]","[""keine Kommunikation"", ""nie wieder gehört"", ""unangenehme Erfahrung""]","Kein positives Feedback, das Gespräch wurde nicht nachgefolgt und die Erfahrung war unangenehm."
nordzucker_kununu_134,Nordzucker,kununu,Bewerber,2021-03-01,Guter Anfang schwaches und enttäuschendes Ende,3.4,Absage,Praktikant,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte""]","[""schwaches Ende"", ""enttäuschend"", ""Guter Anfang""]","Die Mitarbeiterbewertung ist stark von einem schwachen Abschluss beeinflusst, was zu einer negativen Gesamtwertung führt."
nordzucker_kununu_135,Nordzucker,kununu,Bewerber,2018-06-01,Wir melden uns bei Ihnen... und nie wieder was gehört...,2.5,selbst entschieden,Head of Quality,Unbekannt,Unbekannt,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Sonstiges""]","[""nie wieder was gehört"", ""unangenehme Erfahrung"", ""keine Rückmeldung""]",Die Bewerber empfinden eine unangenehme Erfahrung und keine Rückmeldung nach der Bewerbung.
nordzucker_kununu_136,Nordzucker,kununu,Bewerber,2017-05-01,Ein sehr angenehmes und zugleich interessantes Vorstellungsgespräch,5.0,Zusage,Chemielaborant,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess""]","[""Vorstellungsgespräch"", ""angenehm"", ""interessant""]",Das Vorstellungsgespräch wurde als sehr angenehm und interessant beschrieben.
nordzucker_kununu_137,Nordzucker,kununu,Bewerber,2015-09-01,Nach Eingangsbestätigung monatelang keine Reaktion auf Bewerbung...,1.3,selbst entschieden,Verwaltung,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""keine Reaktion"", ""monatelang warten"", ""Bewerbung"", ""Unsicherheit"", ""Negativität""]",Die Bewerber hat sich ungeduldig und unsicher über die Verhandlungslücke geäußert.
nordzucker_kununu_138,Nordzucker,kununu,Bewerber,2024-11-01,Professioneller Bewerbungsprozess mit schnellen Rückmeldungen und angenehmer Atmosphäre,4.6,Zusage,Praktikant,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess""]","[""schnelle Rückmeldungen"", ""angenehme Atmosphäre""]","Der Bewerbungsprozess ist professionell und schnell, mit freundlicher Atmosphäre."
nordzucker_kununu_139,Nordzucker,kununu,Bewerber,2020-11-01,Sehr angenehmes Gespräch freundliche Atmosphäre,5.0,Zusage,,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Arbeitsatmosphaere"", ""Kommunikation""]","[""angenehmes"", ""Gespräch"", ""freundliche Atmosphäre""]","Das Gespräch war sehr angenehm und freundlich, die Atmosphäre ist gut."
nordzucker_glassdoor_1,Nordzucker,glassdoor,Mitarbeiter,2026-05-28,Solider Arbeitgeber mit guter Work-Life-Balance,4.2,Empfohlen,Sachbearbeiter,Administration,Braunschweig,de,4.0,5.0,4.0,3.0,4.0,4.0,,,,,,,,"Gute Arbeitsatmosphäre, sichere Strukturen und verlässliche Kolleginnen und Kollegen.",Manche Prozesse sind langsam und Entscheidungen brauchen teilweise lange.,Kommunikation zwischen Abteilungen noch verbindlicher gestalten.,,7,True,False,positiv,"[""Arbeitsatmosphäre"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""gute Work-Life-Balance"", ""sichere Strukturen"", ""verlässliche Kolleginnen und Kollegen"", ""Kommunikation zwischen Abteilungen"", ""Entscheidungsprozesse""]","Der Arbeitgeber wird als solid und guter Partner bewertet, mit einer guten Balance zwischen Arbeit und Privatleben."
nordzucker_glassdoor_2,Nordzucker,glassdoor,Azubi,2026-05-15,Sehr gutes Umfeld für Ausbildung und Einstieg,4.8,Empfohlen,Auszubildender Industriemechaniker,Production,Uelzen,de,5.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,"Gute Betreuung, freundliche Ausbilder und ein respektvoller Umgang.",Teilweise könnte die technische Ausstattung moderner sein.,Ausbildungsinhalte noch stärker digital dokumentieren.,,7,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""Ausbildung"", ""technische Ausstattung"", ""digitale Dokumentation""]","Das Unternehmen bietet ein gutes Umfeld für Ausbildung und Einstieg, mit freundlicher Betreuung und respektvoller Führung."
nordzucker_glassdoor_3,Nordzucker,glassdoor,Mitarbeiter,2026-04-30,Top oder Flop je nach Abteilung,3.7,Empfohlen,Mitarbeiter Produktion,Production,Klein Wanzleben,de,3.0,4.0,5.0,3.0,3.0,4.0,,,,,,,,"Gehalt und Sozialleistungen sind ordentlich, viele Kollegen halten gut zusammen.",Führung und Kommunikation unterscheiden sich stark je nach Bereich.,Führungsstandards über Standorte und Abteilungen hinweg vereinheitlichen.,,7,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Gehalt"", ""Sozialleistungen"", ""Kollegen"", ""Führung"", ""Standards""]","Das Unternehmen bietet ordentliche Gehalt und Sozialleistungen, eine gute Arbeitsatmosphäre und viele positive Kollegen. Die Führung kann jedoch variieren je nach Bereich."
nordzucker_glassdoor_4,Nordzucker,glassdoor,Mitarbeiter,2026-04-18,Gute Leute werden stark belastet,3.9,Empfohlen,Schichtmitarbeiter,Production,Schladen,de,4.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,"Viel Verantwortung, gute Kollegialität und abwechslungsreiche Aufgaben.",Leistungsstarke Mitarbeiter bekommen oft zusätzliche Aufgaben.,Arbeitslast transparenter verteilen und klare Prioritäten setzen.,,7,True,False,negativ,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte""]","[""Belastung"", ""Verantwortung"", ""Kollegialität"", ""Prioritäten"", ""Arbeitslast""]",Mitarbeiter fühlen sich stark belastet und fordern eine bessere Verteilung der Arbeitslast und klare Prioritäten.
nordzucker_glassdoor_5,Nordzucker,glassdoor,Mitarbeiter,2026-04-02,Klare Empfehlung für langfristige Perspektive,4.6,Empfohlen,Sales Specialist,Sales,Braunschweig,de,5.0,5.0,4.0,4.0,5.0,4.0,,,,,,,,"Stabiles Unternehmen, gutes Teamgefühl und fairer Umgang.",Karrierewege sind nicht immer klar erkennbar.,Entwicklungsmöglichkeiten aktiver kommunizieren.,,7,True,False,positiv,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte"", ""Diversitaet & Gleichberechtigung""]","[""gutes Teamgefühl"", ""fairer Umgang"", ""Entwicklungsmöglichkeiten""]","Das Unternehmen bietet eine stabile Atmosphäre und einen fairen Umgang, aber die Karrierechancen sind nicht immer klar erkennbar."
nordzucker_glassdoor_6,Nordzucker,glassdoor,Mitarbeiter,2026-03-24,Früher moderner wahrgenommen,2.1,Nicht empfohlen,Mitarbeiter Produktion,Production,Nordstemmen,de,2.0,2.0,3.0,2.0,1.0,3.0,,,,,,,,Sicherer Arbeitsplatz und viele erfahrene Kollegen.,"Zu viele alte Strukturen, wenig Veränderungsbereitschaft und schwache Kommunikation.",Führungskultur modernisieren und Veränderungsprojekte ernsthafter umsetzen.,,7,True,False,negativ,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte"", ""Kommunikation""]","[""Veränderungsprojekte"", ""Führungskultur"", ""Moderne Arbeitsatmosphäre""]","Das Unternehmen hat Schwierigkeiten, moderne Strukturen umzusetzen und eine sichere Arbeitsatmosphäre zu schaffen."
nordzucker_glassdoor_7,Nordzucker,glassdoor,Mitarbeiter,2026-03-10,Guter Arbeitgeber mit Luft nach oben,3.8,Empfohlen,Logistics Coordinator,Logistics,Hohenhameln,de,4.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,"Kollegen sind hilfsbereit, Aufgaben sind meist klar und die Sicherheit ist gut.",Schnittstellen zwischen Logistik und Produktion laufen nicht immer sauber.,Prozessverantwortlichkeiten eindeutiger definieren.,,7,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""hilfsbereit"", ""Sicherheit"", ""Prozessverantwortlichkeiten""]","Der Arbeitgeber wird für seine gute Arbeitsatmosphäre und hilfsbereite Kollegen gelobt, aber auch kritisiert, dass die Kommunikation zwischen Abteilungen verbessert werden muss."
nordzucker_glassdoor_8,Nordzucker,glassdoor,Mitarbeiter,2026-02-26,Sehr kollegial und bodenständig,4.7,Empfohlen,IT Specialist,IT,Braunschweig,de,5.0,5.0,4.0,4.0,5.0,5.0,,,,,,,,"Bodenständiges Umfeld, nette Kolleginnen und Kollegen und viel Vertrauen im Team.",Einige Tools und Prozesse wirken noch nicht vollständig integriert.,IT-Systeme weiter harmonisieren und Schulungen ausbauen.,,7,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bodenständiges Umfeld""]","[""kollegial"", ""bodenständig"", ""Vertrauen im Team"", ""IT-Systeme"", ""Schulungen""]","Das Unternehmen bietet eine kollegiale Arbeitsatmosphäre und bodenständiges Umfeld, aber noch Verbesserungspotenzial in der Integration von IT-Systemen und Schulungen."
nordzucker_glassdoor_9,Nordzucker,glassdoor,Mitarbeiter,2026-02-11,Familie und Schichtarbeit bleibt schwierig,3.1,Nicht empfohlen,Anlagenfahrer,Production,Schladen,de,3.0,2.0,4.0,3.0,3.0,4.0,,,,,,,,"Sichere Beschäftigung, gutes Gehalt und solides Team.",Schichtmodell erschwert Familie und Privatleben deutlich.,Mehr Flexibilität bei Schichtplanung und kurzfristigen Tauschen ermöglichen.,,7,True,False,neutral,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Schichtmodell"", ""Flexibilität"", ""Familie"", ""Privatleben"", ""Gehalt""]","Das Unternehmen bietet sichere Beschäftigung und ein gutes Gehalt, aber das Schichtmodell erschwert die Familie und Privatleben."
nordzucker_glassdoor_10,Nordzucker,glassdoor,Mitarbeiter,2026-01-29,"Spannende Aufgaben, aber konservative Strukturen",4.0,Empfohlen,Controller,Finance,Braunschweig,de,4.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,Aufgaben sind vielseitig und man kann fachlich viel lernen.,Entscheidungen sind häufig sehr vorsichtig und dauern lange.,Mehr Mut zu klaren Entscheidungen und schlankeren Prozessen.,,7,True,False,negativ,"[""Fuehrung & Vorgesetzte"", ""Arbeitsatmosphaere"", ""Bewerbungsprozess""]","[""Konservative Strukturen"", ""Schlankere Prozesse"", ""Mehr Mut zu klaren Entscheidungen""]","Die Mitarbeiter bewerten die Führung und Arbeitsatmosphäre als konservativ und langsam, wünschen sich jedoch mehr Mut für klare Entscheidungen und effizientere Prozesse."
nordzucker_glassdoor_11,Nordzucker,glassdoor,Mitarbeiter,2026-01-12,Guter Arbeitgeber für die Region,4.5,Empfohlen,Elektroniker,Maintenance,Hohenhameln,de,5.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,"Fairer Umgang, sichere Arbeit und gute Sozialleistungen.",Kommunikation bei Veränderungen könnte früher erfolgen.,Mitarbeitende stärker vor Entscheidungen einbeziehen.,,7,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""guter Arbeitgeber"", ""sichere Arbeit"", ""soziale Leistungen"", ""Kommunikation bei Veränderungen"", ""Mitarbeitende einbeziehen""]","Das Unternehmen wird für einen fairen Umgang, sichere Arbeit und gute Sozialleistungen gelobt. Es gibt jedoch Raum für Verbesserung in der Kommunikation und der Einbeziehung von Mitarbeitenden bei Entscheidungen."
nordzucker_glassdoor_12,Nordzucker,glassdoor,Mitarbeiter,2025-12-18,Viel Abwechslung im Arbeitsalltag,4.3,Empfohlen,Team Lead Administration,Administration,Braunschweig,de,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,"Vielseitige Aufgaben, erfahrene Teams und gute bereichsübergreifende Zusammenarbeit.",Manchmal zu viele parallele Initiativen ohne klare Priorisierung.,Projektlandschaft stärker fokussieren.,,7,True,False,positiv,"[""Arbeitsatmosphaere"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte""]","[""Abwechslung"", ""Vielseitigkeit"", ""Zusammenarbeit"", ""Priorisierung"", ""Projektlandschaft""]","Die Mitarbeiter loben die Vielfalt und Zusammenarbeit, aber kritizieren die Priorisierungsprobleme im Projektmanagement."
nordzucker_glassdoor_13,Nordzucker,glassdoor,Mitarbeiter,2025-12-03,"Außen solide, innen politisch",2.8,Nicht empfohlen,Projektmitarbeiter,Administration,Braunschweig,de,2.0,3.0,4.0,2.0,2.0,3.0,,,,,,,,"Gute Marke, gute Benefits und grundsätzlich spannende Themen.","Viele interne Abstimmungen, Silodenken und wenig Transparenz.",Offenere Feedbackkultur und klarere Verantwortlichkeiten schaffen.,,7,True,False,negativ,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte"", ""Bewerbungsprozess""]","[""Feedbackkultur"", ""Transparenz"", ""Verantwortlichkeiten"", ""Politik"", ""Silos""]","Das Unternehmen hat eine gute Marke und gute Benefits, aber ein politisches Klima mit wenig Transparenz und Feedbackkultur."
nordzucker_glassdoor_14,Nordzucker,glassdoor,Praktikant,2025-11-19,Praktikum mit sehr guter Betreuung,4.9,Empfohlen,Praktikant Logistik,Logistics,Braunschweig,de,5.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,"Sehr freundliche Betreuung, echte Einblicke und wertschätzende Zusammenarbeit.",Für Praktikanten könnten digitale Lernunterlagen umfangreicher sein.,Onboarding-Material zentral bereitstellen.,,7,True,False,positiv,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess""]","[""gute Betreuung"", ""digitale Lernunterlagen"", ""Onboarding-Material""]","Praktikum mit freundlicher Betreuung und wertschätzender Zusammenarbeit, aber mit einigen Verbesserungsvorschlägen für digitale Lernunterlagen und Onboarding-Material."
nordzucker_glassdoor_15,Nordzucker,glassdoor,Mitarbeiter,2025-11-07,Sehr guter Zusammenhalt im Werk,4.4,Empfohlen,Produktionsmitarbeiter,Production,Uelzen,de,5.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,"Kollegen helfen einander, der Umgang ist direkt und meistens fair.",Karrierepfade im Werk sind begrenzt.,Interne Weiterbildung stärker für Produktionsbereiche öffnen.,,7,True,False,positiv,"[""Arbeitsatmosphaere"", ""Kommunikation""]","[""Zusammenhalt"", ""Fairness"", ""Karrierepfade"", ""Weiterbildung""]","Die Mitarbeiter schätzen die gute Arbeitsatmosphäre und direkte Kommunikation, aber kritizieren den begrenzten Karriereaufstieg und die mangelnde Weiterbildung in bestimmten Bereichen."
